tile_id,lon,lat,elev_mean,slope_mean,aspect_mean,curvature_mean,aspect_cos,aspect_sin,slope_x,slope_y,profile_curv_mean,plan_curv_mean,ndvi_trend_per_year,buildup_rate_mean,decline_rate_mean,lat_lon
41,-119.78155420239312,45.87268232077558,209.3919428189596,5.369826513364804,168.9944725894683,0.0021674198318552,-0.9816087712473552,0.1909036935479707,-0.0922678136148268,0.0179442838436368,0.00039174796708,0.0017629726265553,0.0013162173695209025,0.0008775968786596424,0.00022151402144902752,"45.87268232077558,-119.78155420239312"
42,-119.78141596297417,45.87267842306888,209.1026517082663,5.287013927888075,157.41565562989493,0.0006403736164212,-0.9233151883809,0.3840430482447811,-0.0854422947072813,0.0355388059476787,-0.0007987807327347,0.0014444156967027,0.0005975970771563853,0.001072839903383661,7.197130002707258e-05,"45.87267842306888,-119.78141596297417"
43,-119.78127772358356,45.87267452519518,208.69615173339844,5.12018447006121,154.95376829544108,0.0003649988593939,-0.9059664832759694,0.4233494197239115,-0.0811770656671293,0.0379332616376721,0.0005117344036348,-0.0001534967079532,0.001590776124442369,0.0010856366349487783,0.00021587321866232273,"45.87267452519518,-119.78127772358356"
44,-119.78113948422148,45.87267062715451,208.2644671271829,5.664747975148546,154.02770428507995,-0.0022237749530902,-0.8990059072561644,0.4379365007835278,-0.0891741166084143,0.0434397597087463,-0.0017995672026231,-0.0003965745988318,0.0013161683406080408,0.0010839908838229106,0.0003566467775015283,"45.87267062715451,-119.78113948422148"
45,-119.7810012448878,45.87266672894684,207.7322376569112,6.054419185362563,151.84874831725253,0.0002325186133939,-0.881705188031591,0.4718007645163122,-0.0935177236634985,0.0500413677033768,-8.679947271803114e-05,0.0003191950409969,1.2738108615687513e-05,0.0012702249662103833,-3.0217892919975615e-05,"45.87266672894684,-119.7810012448878"
46,-119.78086300558265,45.87266283057221,207.14631473316865,6.690946401746719,147.64649821085538,-0.001894803101105,-0.8447624959749832,0.5351414069142068,-0.0991014610667076,0.0627789414837634,-0.0023425982616134,0.0004920267967946,-0.0001323285523943891,0.001292340230274473,-0.00023334922474510552,"45.87266283057221,-119.78086300558265"
47,-119.78072476630588,45.87265893203058,206.4030668050936,7.172379529888761,147.51965372069998,-0.0006375021451929,-0.8435757018503739,0.5370102748064036,-0.1061552682928915,0.0675771832605777,0.0006682421846376,-0.0013120094887005,0.0002654575115373036,0.0015627581039679398,-0.0004224013364097859,"45.87265893203058,-119.78072476630588"
48,-119.78058652705757,45.87265503332196,205.6571552540996,7.6424963753052335,146.63503684044124,-0.0029378104305541,-0.8351843306503365,0.5499701208576239,-0.1120679304007244,0.0737968984388839,-0.0021167504447623,-0.0007519955833172,0.0006712703397045393,0.0019358282885053777,-0.0009364428094630499,"45.87265503332196,-119.78058652705757"
49,-119.78044828783774,45.87265113444639,204.8825034693668,8.147690014508905,152.00957271916496,-0.0012517347487478,-0.8830260177161389,0.4693240373519954,-0.1264231737969067,0.0671933025197574,0.0004717352439518,-0.0017204829070402,0.002068718765344394,0.0020504840833350637,-0.0011137934501709232,"45.87265113444639,-119.78044828783774"
50,-119.78031004864636,45.87264723540381,204.1131726433249,8.921301636506385,145.3685760562026,0.0016592891616155,-0.8228248101201919,0.5682951098247021,-0.1291643594642541,0.0892091158948566,-0.0027124586512677,0.0044188054681414,0.003219366759526031,0.0011055784781533768,-0.0004049976111753878,"45.87264723540381,-119.78031004864636"
51,-119.78284428694616,45.87282025062267,212.07207425435385,10.220769718104432,174.78285828927437,-0.0035941483240162,-0.9958572386553028,0.0909305241260338,-0.1795557084414761,0.0163950153140936,-0.0009117293488775,-0.0026271660756497,0.00671923255454049,-0.0004404799552000247,0.0005672226908818666,"45.87282025062267,-119.78284428694616"
52,-119.7827244081425,45.87279907183442,211.6205983681254,7.854480593303071,177.74086190951687,0.004863001973369,-0.9992227619932228,0.0394191820645134,-0.1378445738368883,0.0054379469317157,0.0025287691419093,0.0022335768133046,0.004801990322067078,-0.0009715763067276509,0.0005567717401818546,"45.87279907183442,-119.7827244081425"
53,-119.78258616827505,45.87279517553575,211.5855635841294,6.490154659957276,177.6185846360768,0.0033450929807343,-0.9991363604554898,0.0415515729636983,-0.1136632985094836,0.0047269712406005,0.0015194062538993,0.0017832263383346,0.004444511236865329,-0.000398510267139742,0.0007468552704870359,"45.87279517553575,-119.78258616827505"
54,-119.782447928436,45.8727912790701,211.4747802135991,5.757939765492924,170.13212530765531,0.0008637006441212,-0.9852055706408388,0.1713767299788955,-0.0993428956008369,0.0172807189707951,1.6145429518136493e-06,0.0008567927426454,0.0026834475431227966,0.0006893683201488662,0.0001349310838710711,"45.8727912790701,-119.782447928436"
55,-119.78230968862542,45.87278738243745,211.2690738109832,5.777165532606127,168.67965591133182,0.0003326306298361,-0.9805450218741028,0.1962943200347768,-0.0992053320479172,0.0198598154737972,0.0004503111529226,-0.0001243484878018,0.0006323484652644455,0.0012494210949531626,-0.0003375325026912059,"45.87278738243745,-119.78230968862542"
56,-119.78217144884326,45.87278348563783,211.08936921676784,5.655052018277238,171.96110423342512,0.0013761831219101,-0.9901733616275732,0.1398453214203142,-0.0980479816298149,0.0138476271297548,8.059972612247663e-05,0.0012879416060732,-0.0025197792325181247,0.0013504006457904787,-0.00044895546189811683,"45.87278348563783,-119.78217144884326"
57,-119.7820332090896,45.87277958867124,210.87089734974475,5.61533172568276,167.0045698795412,-0.0005656953774471,-0.9743880036570698,0.2248733384134059,-0.0958028283042208,0.0221097773672905,2.919322718475788e-05,-0.000592738430663,-0.004481224405191972,0.0012560594088677417,-0.0005030298586397641,"45.87277958867124,-119.7820332090896"
58,-119.78189496936432,45.87277569153765,210.6570032705175,5.464026221381409,169.057625439867,0.0014097080481763,-0.9818185937827564,0.1898216239063691,-0.0939162545157126,0.0181574641754248,0.0008759102781485,0.0005207016313353,-0.0034312372300758184,0.0014096718807624844,-0.0005593936578441605,"45.87277569153765,-119.78189496936432"
59,-119.78175672966752,45.87277179423708,210.47246064531043,5.061236497079262,167.62439005465808,-0.0016694001146678,-0.976763599825762,0.2143195512673048,-0.0865077752579103,0.0189813661951729,-0.0007216044920406,-0.0009361578396631,-0.0022770242098621835,0.0013317907944066997,-0.00048370606905139967,"45.87277179423708,-119.78175672966752"
60,-119.78161848999912,45.87276789676953,210.308452039662,4.969261224468921,169.1979419456765,0.0023262825525584,-0.9822805193911348,0.1874165980501256,-0.0854074145602065,0.0162955151498397,0.0004995252099079,0.0018134270458908,0.000505507533610367,0.0012402295667022299,-0.00036284407116681796,"45.87276789676953,-119.78161848999912"
61,-119.78148025035924,45.872763999135,210.07244087445852,5.204198515382627,163.21407435997037,-0.0011367517228331,-0.9573904675526428,0.28879662851102,-0.0872000951381632,0.0263038899333484,-0.0009943346464357,-0.0001302856521381,-2.3673756795012375e-05,0.0014114242614256844,-0.0004369382697712554,"45.872763999135,-119.78148025035924"
62,-119.78134201074776,45.87276010133347,209.70202742472733,5.675236316908988,155.40093464987172,-0.0005833639196684,-0.9092428995971048,0.4162659600931225,-0.0903576266153793,0.0413671684557046,-0.0002115099885247,-0.0003668292793795,0.0007767985044261378,0.0012783515423328833,-0.00017593755947646907,"45.87276010133347,-119.78134201074776"
63,-119.78120377116478,45.87275620336497,209.29397342079565,5.681809573124111,158.75635711592744,-0.001425209948648,-0.932048076990071,0.3623346273531012,-0.0927319180054228,0.0360496263913124,-0.0003468620395098,-0.0010659478029265,0.0007762695828228447,0.0013823996050705235,-3.843943629100283e-05,"45.87275620336497,-119.78120377116478"
64,-119.7810655316102,45.872752305229504,208.8814401065602,6.274665639469736,154.10500857435662,-0.0004497194749298,-0.8995959590327568,0.4367231508541017,-0.0989137173668326,0.0480192356105973,-0.0010560352805881,0.0006216550421329,0.0008398111686481979,0.001482197351358557,-2.3463845874867978e-05,"45.872752305229504,-119.7810655316102"
65,-119.78092729208409,45.87274840692704,208.3185780843099,6.240471496293525,150.13526042077987,0.0010375323613634,-0.8672033593147205,0.4979541480831984,-0.094828267885183,0.0544510452384384,-0.0006283372612289,0.0016661797683127,0.000669682610264374,0.0016943797731469041,-0.0002454984000117096,"45.87274840692704,-119.78092729208409"
66,-119.78078905258644,45.87274450845761,207.6770179672997,6.696674430466098,147.27108485924134,-0.0019190000023782,-0.8412380347337568,0.5406649322059703,-0.0987732561002827,0.063481718144287,-0.0014263568802192,-0.0004603157933174,0.0008200020785469774,0.002060010267910989,-0.0007032930663792871,"45.87274450845761,-119.78078905258644"
67,-119.78065081311726,45.87274060982118,207.01934107730264,7.123966978143891,152.5911022163533,-0.0037146651551053,-0.8877439074198331,0.4603376530753994,-0.1109514754109998,0.0575336438460039,-0.0010033104909158,-0.0026651754554492,0.000974829384120283,0.0022505150191385074,-0.0009379430479157782,"45.87274060982118,-119.78065081311726"
68,-119.7805125736765,45.872736711017765,206.5068437891099,8.391343139623395,162.3453590477779,-0.0053037390747405,-0.9529018749471192,0.3032787772368267,-0.1405651957908607,0.0447374927285909,-0.0031071875488176,-0.0020677223131172,0.0005574163340076765,0.0026841839183804,-0.0014622766640552064,"45.872736711017765,-119.7805125736765"
69,-119.7803743342642,45.87273281204738,205.86438225310985,9.557269670889234,151.95308531181217,0.0022451283621146,-0.8825628861895053,0.4701943767431192,-0.1485973924181648,0.0791667759964123,-0.0023303794186439,0.0046082195701431,0.0010557354807712277,0.0025719947008467905,-0.001564231328127582,"45.87273281204738,-119.7803743342642"
70,-119.78026631699524,45.872727777363984,205.01943664550785,10.272180707524404,139.47987283783178,0.001355017114408,-0.760177777167854,0.6497151276522201,-0.1377664640853149,0.1177473986846382,-0.0038818075065234,0.0053433697642946,0.0010557354807712277,0.0025719947008467905,-0.001564231328127582,"45.872727777363984,-119.78026631699524"
71,-119.78292477921327,45.8728900557933,213.5869859059652,10.636803889946654,176.1919764881441,-0.0029379008811576,-0.9977921777302264,0.0664136285740532,-0.1873951886815223,0.01247313291829,-0.0018238794885454,-0.0010026204065513,0.00671923255454049,-0.0004404799552000247,0.0005672226908818666,"45.8728900557933,-119.78292477921327"
72,-119.78278869770818,45.87288464721878,213.24140855377797,10.288449115016652,167.8777154525346,0.0012708780772829,-0.977701634027683,0.209998844805391,-0.1774748924059668,0.0381195255179033,0.0012955568128604,-8.536417727878909e-05,0.004346421628329095,0.00042847143486073177,-7.297649199317508e-05,"45.87288464721878,-119.78278869770818"
73,-119.78265045761982,45.8728807509923,212.96596063352095,9.702691960460193,173.7480008475738,0.0041710640178529,-0.9940525390568572,0.1089015591927639,-0.1699645813644762,0.0186201505362063,0.0019839951634883,0.0020709630456158,0.0009058189476625693,0.001269131945786758,-0.0006188189285951443,"45.8728807509923,-119.78265045761982"
74,-119.7825122175599,45.87287685459884,212.7213139533997,8.830994929275844,170.27947505010405,0.0020126722203447,-0.9856430482380336,0.1688424752840268,-0.1531316266879551,0.0262317305849042,0.0010049549757022,0.0009657781055114,0.0007749806204044052,0.001614557180205322,-0.0006492983975652437,"45.87287685459884,-119.7825122175599"
75,-119.7823739775284,45.87287295803838,212.4503204043549,8.104360298049635,169.19829778753285,0.0023052917203467,-0.9822816833439656,0.1874104974833202,-0.1398756539557978,0.0266870148737991,0.0013375054022899,0.0009147205562697,0.0012490630392156092,0.0015385756584738743,-0.0005299871669820191,"45.87287295803838,-119.7823739775284"
76,-119.78223573752538,45.87286906131095,212.18600329230813,7.396232868698205,169.77515159414878,0.0031368961413393,-0.984118716155419,0.177511555997377,-0.1277489095211786,0.0230428578725366,0.0013313586015631,0.0017543876420765,0.0010399905273212578,0.001395821479495015,-0.00033704784823263267,"45.87286906131095,-119.78223573752538"
77,-119.78209749755077,45.87286516441653,211.92460752001,6.720722485857274,168.43966353500232,0.0009782426616761,-0.9797142129274544,0.2003997529637662,-0.1154492129557203,0.0236150435003444,0.0004503694053402,0.0005136729843374,-0.0006212851411676716,0.0014526508483452146,-0.00031041577987560217,"45.87286516441653,-119.78209749755077"
78,-119.7819592576046,45.87286126735513,211.65447409947717,6.067929376603096,164.34726627608828,0.003421288569064,-0.9629146512409272,0.2698061793687529,-0.1023607870458262,0.0286812261444164,0.001873350591381,0.0015103173847731,-0.003453130052684416,0.0010753369388013894,-9.146118801659753e-05,"45.87286126735513,-119.7819592576046"
79,-119.78182101768692,45.87285737012676,211.4319347306794,5.533438206520409,170.8734533437732,-0.000600373629873,-0.9873404219360424,0.1586155453010753,-0.0956516632649011,0.0153663725201964,-0.0003001018926087,-0.0002952029891966,-0.0031030155997776245,0.0011193051405662742,-5.2333071184061014e-05,"45.87285737012676,-119.78182101768692"
80,-119.78168277779764,45.87285347273139,211.22698196710328,5.495897328905991,166.0912074683613,0.0020799245341767,-0.9706796050828784,0.2403770044662077,-0.093395665706332,0.0231283012799043,0.0009941230092717,0.0010668833874579,-0.0023386802515485256,0.0013398062812725714,-0.0002835682736339459,"45.87285347273139,-119.78168277779764"
81,-119.7815445379368,45.87284957516904,210.9827631314596,4.96472011880584,164.62753926322404,0.0021353263847042,-0.964222932628812,0.2650926935860236,-0.0837603430207333,0.0230281340504097,0.0008407479543808,0.0012813978153919,-1.6289497859660608e-05,0.0014596318368216344,-0.0004778550737843987,"45.87284957516904,-119.7815445379368"
82,-119.7814062981044,45.87284567743971,210.7336452708525,5.09761112262886,165.75028155676154,-0.0049550637541977,-0.9692321193151078,0.2461485301356576,-0.0864609294956105,0.0219578264952114,-0.0026207264972967,-0.002289407653575,-0.00025977762660164925,0.0017805820620396355,-0.0007752684263298774,"45.87284567743971,-119.7814062981044"
83,-119.7812680583005,45.8728417795434,210.4622762343463,7.094457289207512,168.51605762566075,-0.0065481847137662,-0.9799805406819612,0.199093294424225,-0.1219667573639401,0.0247788221559264,-0.0027815198469033,-0.0036672974810941,0.0012314360423497082,0.0020634144412126046,-0.0008142499180766743,"45.8728417795434,-119.7812680583005"
84,-119.78112981852507,45.87283788148011,210.20254833863515,8.328824936565354,167.12845250592574,0.0004428461543949,-0.9748719377526232,0.2227660319313645,-0.1427193582875539,0.0326125144178441,-0.0011274580453651,0.0015882984789071,0.0011095770543415502,0.0023242492250033575,-0.0010160938264369452,"45.87283788148011,-119.78112981852507"
85,-119.78099157877804,45.87283398324981,209.7233740555613,8.793464857796936,159.06007195910337,-0.001581987859525,-0.933955645428923,0.3573889371139572,-0.1444748950504837,0.055284990710699,-0.000754251871523,-0.0007880640535186,0.00039156832792948117,0.0025743515632982647,-0.0013094792679086875,"45.87283398324981,-119.78099157877804"
